purchase_order_id,revision_no,status,employee_id,vendor_id,ship_method_id,order_date,ship_date,sub_total,tax_amt,freight,total_due,modified_date
833,4,4,259,1538,5,9/5/2013 0:00,9/14/2013 0:00,37843.575,3027.486,946.0894,41817.1504,9/14/2013 0:00
834,4,4,260,1556,4,9/5/2013 0:00,9/14/2013 0:00,25531.275,2042.502,638.2819,28212.0589,9/14/2013 0:00
835,4,4,258,1554,5,9/5/2013 0:00,9/14/2013 0:00,2061.7065,164.9365,51.5427,2278.1857,9/14/2013 0:00
836,4,4,250,1688,4,9/5/2013 0:00,9/14/2013 0:00,125.748,10.0598,3.1437,138.9515,9/14/2013 0:00
837,4,4,257,1506,5,9/6/2013 0:00,9/15/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,9/15/2013 0:00
838,4,4,261,1626,2,9/6/2013 0:00,9/15/2013 0:00,7132.125,570.57,178.3031,7880.9981,9/15/2013 0:00
839,4,4,251,1542,2,9/6/2013 0:00,9/15/2013 0:00,28343.7,2267.496,708.5925,31319.7885,9/15/2013 0:00
840,4,4,253,1610,4,9/6/2013 0:00,9/15/2013 0:00,22516.725,1801.338,562.9181,24880.9811,9/15/2013 0:00
841,4,4,257,1580,5,9/8/2013 0:00,9/17/2013 0:00,150.7905,12.0632,3.7698,166.6235,9/17/2013 0:00
842,4,4,261,1496,4,9/8/2013 0:00,9/17/2013 0:00,235.9035,18.8723,5.8976,260.6734,9/17/2013 0:00
843,4,4,251,1494,2,9/8/2013 0:00,9/17/2013 0:00,8847.3,707.784,221.1825,9776.2665,9/17/2013 0:00
844,4,4,253,1650,5,9/8/2013 0:00,9/17/2013 0:00,171.0765,13.6861,4.2769,189.0395,9/17/2013 0:00
845,7,4,255,1654,4,9/8/2013 0:00,9/17/2013 0:00,20397.3,1631.784,509.9325,22539.0165,9/17/2013 0:00
846,4,4,256,1664,3,9/8/2013 0:00,9/17/2013 0:00,14628.075,1170.246,365.7019,16164.0229,9/17/2013 0:00
847,4,4,259,1678,4,9/8/2013 0:00,9/17/2013 0:00,25334.925,2026.794,633.3731,27995.0921,9/17/2013 0:00
848,4,4,260,1616,5,9/8/2013 0:00,9/17/2013 0:00,693.378,55.4702,17.3345,766.1827,9/17/2013 0:00
849,4,4,258,1492,5,9/8/2013 0:00,9/17/2013 0:00,694.1655,55.5332,17.3541,767.0528,9/17/2013 0:00
850,4,4,254,1602,5,9/8/2013 0:00,9/17/2013 0:00,1796.0355,143.6828,44.9009,1984.6192,9/17/2013 0:00
851,4,4,257,1540,4,9/8/2013 0:00,9/17/2013 0:00,463.3965,37.0717,11.5849,512.0531,9/17/2013 0:00
852,4,4,261,1628,5,9/8/2013 0:00,9/17/2013 0:00,34644.225,2771.538,866.1056,38281.8686,9/17/2013 0:00
853,4,4,251,1604,4,9/8/2013 0:00,9/17/2013 0:00,1839.5055,147.1604,45.9876,2032.6535,9/17/2013 0:00
854,4,4,253,1690,5,9/8/2013 0:00,9/17/2013 0:00,146.286,11.7029,3.6572,161.6461,9/17/2013 0:00
855,4,4,255,1566,5,9/8/2013 0:00,9/17/2013 0:00,102.564,8.2051,2.5641,113.3332,9/17/2013 0:00
856,4,4,256,1698,5,9/8/2013 0:00,9/17/2013 0:00,150.7905,12.0632,3.7698,166.6235,9/17/2013 0:00
857,4,4,259,1560,5,9/9/2013 0:00,9/18/2013 0:00,13669.425,1093.554,341.7356,15104.7146,9/18/2013 0:00
858,4,4,250,1692,5,9/9/2013 0:00,9/18/2013 0:00,16393.23,1311.4584,409.8308,18114.5192,9/18/2013 0:00
859,4,4,258,1696,5,9/9/2013 0:00,9/18/2013 0:00,39258.45,3140.676,981.4613,43380.5873,9/18/2013 0:00
860,4,4,254,1504,1,9/9/2013 0:00,9/18/2013 0:00,551.88,44.1504,13.797,609.8274,9/18/2013 0:00
861,4,4,257,1544,1,9/9/2013 0:00,9/18/2013 0:00,6987.75,559.02,174.6938,7721.4638,9/18/2013 0:00
862,4,4,261,1530,2,9/9/2013 0:00,9/18/2013 0:00,28072.275,2245.782,701.8069,31019.8639,9/18/2013 0:00
863,4,4,251,1508,1,9/9/2013 0:00,9/18/2013 0:00,37312.275,2984.982,932.8069,41230.0639,9/18/2013 0:00
864,4,4,253,1694,1,9/9/2013 0:00,9/18/2013 0:00,4215.75,337.26,105.3938,4658.4038,9/18/2013 0:00
865,4,4,255,1624,2,9/9/2013 0:00,9/18/2013 0:00,28297.5,2263.8,707.4375,31268.7375,9/18/2013 0:00
866,4,4,256,1548,2,9/9/2013 0:00,9/18/2013 0:00,59.9445,4.7956,1.4986,66.2387,9/18/2013 0:00
867,4,4,259,1598,4,9/9/2013 0:00,9/18/2013 0:00,697.41,55.7928,17.4353,770.6381,9/18/2013 0:00
868,4,4,260,1658,5,9/9/2013 0:00,9/18/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,9/18/2013 0:00
869,4,4,250,1536,4,9/9/2013 0:00,9/18/2013 0:00,636.5835,50.9267,15.9146,703.4248,9/18/2013 0:00
870,4,4,254,1568,1,9/9/2013 0:00,9/18/2013 0:00,13929.3,1114.344,348.2325,15391.8765,9/18/2013 0:00
871,5,4,257,1648,5,9/9/2013 0:00,9/18/2013 0:00,142.4115,11.3929,3.5603,157.3647,9/18/2013 0:00
872,4,4,261,1646,2,9/9/2013 0:00,9/18/2013 0:00,28794.15,2303.532,719.8538,31817.5358,9/18/2013 0:00
873,4,4,251,1672,4,9/10/2013 0:00,9/19/2013 0:00,402.255,32.1804,10.0564,444.4918,9/19/2013 0:00
874,4,4,253,1600,1,9/10/2013 0:00,9/19/2013 0:00,1276.275,102.102,31.9069,1410.2839,9/19/2013 0:00
875,4,4,255,1522,1,9/10/2013 0:00,9/19/2013 0:00,2003.925,160.314,50.0981,2214.3371,9/19/2013 0:00
876,4,4,256,1570,2,9/10/2013 0:00,9/19/2013 0:00,50860.425,4068.834,1271.5106,56200.7696,9/19/2013 0:00
877,4,4,259,1516,1,9/10/2013 0:00,9/19/2013 0:00,454.86,36.3888,11.3715,502.6203,9/19/2013 0:00
878,4,4,260,1506,5,9/10/2013 0:00,9/19/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,9/19/2013 0:00
879,4,4,258,1626,2,9/10/2013 0:00,9/19/2013 0:00,7132.125,570.57,178.3031,7880.9981,9/19/2013 0:00
880,4,4,254,1542,2,9/10/2013 0:00,9/19/2013 0:00,28343.7,2267.496,708.5925,31319.7885,9/19/2013 0:00
881,4,4,257,1610,4,9/10/2013 0:00,9/19/2013 0:00,22516.725,1801.338,562.9181,24880.9811,9/19/2013 0:00
882,4,4,261,1638,5,9/10/2013 0:00,9/19/2013 0:00,34644.225,2771.538,866.1056,38281.8686,9/19/2013 0:00
883,4,4,251,1582,4,9/10/2013 0:00,9/19/2013 0:00,409.0275,32.7222,10.2257,451.9754,9/19/2013 0:00
884,4,4,253,1510,5,9/10/2013 0:00,9/19/2013 0:00,143.0415,11.4433,3.576,158.0608,9/19/2013 0:00
885,4,4,255,1526,2,9/10/2013 0:00,9/19/2013 0:00,28199.325,2255.946,704.9831,31160.2541,9/19/2013 0:00
886,4,4,256,1644,1,9/10/2013 0:00,9/19/2013 0:00,3713.325,297.066,92.8331,4103.2241,9/19/2013 0:00
887,4,4,252,1680,4,9/10/2013 0:00,9/19/2013 0:00,19952.625,1596.21,498.8156,22047.6506,9/19/2013 0:00
888,4,4,260,1584,5,9/10/2013 0:00,9/19/2013 0:00,16340.31,1307.2248,408.5078,18056.0426,9/19/2013 0:00
889,4,4,258,1620,5,9/11/2013 0:00,9/20/2013 0:00,5711.475,456.918,142.7869,6311.1799,9/20/2013 0:00
890,5,4,254,1666,4,9/11/2013 0:00,9/20/2013 0:00,378.945,30.3156,9.4736,418.7342,9/20/2013 0:00
891,4,4,257,1592,2,9/11/2013 0:00,9/20/2013 0:00,97.965,7.8372,2.4491,108.2513,9/20/2013 0:00
892,4,4,261,1618,4,9/11/2013 0:00,9/20/2013 0:00,114.471,9.1577,2.8618,126.4905,9/20/2013 0:00
893,4,4,250,1612,4,9/11/2013 0:00,9/20/2013 0:00,132.6465,10.6117,3.3162,146.5744,9/20/2013 0:00
894,4,4,253,1586,5,9/11/2013 0:00,9/20/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,9/20/2013 0:00
895,4,4,255,1500,1,9/11/2013 0:00,9/20/2013 0:00,418.95,33.516,10.4738,462.9398,9/20/2013 0:00
896,4,4,256,1656,5,9/11/2013 0:00,9/20/2013 0:00,564.1965,45.1357,14.1049,623.4371,9/20/2013 0:00
897,4,4,259,1572,1,9/11/2013 0:00,9/20/2013 0:00,461.79,36.9432,11.5448,510.278,9/20/2013 0:00
898,4,4,260,1562,4,9/11/2013 0:00,9/20/2013 0:00,630.378,50.4302,15.7595,696.5677,9/20/2013 0:00
899,4,4,258,1662,2,9/11/2013 0:00,9/20/2013 0:00,37.0755,2.966,0.9269,40.9684,9/20/2013 0:00
900,4,4,254,1682,4,9/11/2013 0:00,9/20/2013 0:00,21558.075,1724.646,538.9519,23821.6729,9/20/2013 0:00
901,4,4,252,1686,4,9/11/2013 0:00,9/20/2013 0:00,450.1665,36.0133,11.2542,497.434,9/20/2013 0:00
902,4,4,261,1684,5,9/11/2013 0:00,9/20/2013 0:00,41048.7,3283.896,1026.2175,45358.8135,9/20/2013 0:00
903,4,4,251,1534,4,9/11/2013 0:00,9/20/2013 0:00,410.445,32.8356,10.2611,453.5417,9/20/2013 0:00
904,4,4,253,1614,4,9/11/2013 0:00,9/20/2013 0:00,273.0735,21.8459,6.8268,301.7462,9/20/2013 0:00
905,4,4,255,1638,5,9/12/2013 0:00,9/21/2013 0:00,34644.225,2771.538,866.1056,38281.8686,9/21/2013 0:00
906,4,4,256,1582,4,9/12/2013 0:00,9/21/2013 0:00,513.7965,41.1037,12.8449,567.7451,9/21/2013 0:00
907,4,4,252,1510,5,9/12/2013 0:00,9/21/2013 0:00,143.0415,11.4433,3.576,158.0608,9/21/2013 0:00
908,4,4,260,1526,2,9/12/2013 0:00,9/21/2013 0:00,28199.325,2255.946,704.9831,31160.2541,9/21/2013 0:00
909,4,4,255,1588,5,9/15/2013 0:00,9/24/2013 0:00,40471.2,3237.696,1011.78,44720.676,9/24/2013 0:00
910,4,4,256,1622,4,9/15/2013 0:00,9/24/2013 0:00,408.555,32.6844,10.2139,451.4533,9/24/2013 0:00
911,4,4,259,1632,4,9/15/2013 0:00,9/24/2013 0:00,23671.725,1893.738,591.7931,26157.2561,9/24/2013 0:00
912,5,4,260,1608,5,9/15/2013 0:00,9/24/2013 0:00,5948.25,475.86,148.7063,6572.8163,9/24/2013 0:00
913,5,4,258,1576,5,9/15/2013 0:00,9/24/2013 0:00,91117.95,7289.436,2277.9488,100685.3348,9/24/2013 0:00
914,4,4,254,1590,1,9/15/2013 0:00,9/24/2013 0:00,525,42,13.125,580.125,9/24/2013 0:00
915,4,4,257,1514,5,9/15/2013 0:00,9/24/2013 0:00,2003.6835,160.2947,50.0921,2214.0703,9/24/2013 0:00
916,4,4,261,1498,4,9/15/2013 0:00,9/24/2013 0:00,26455.275,2116.422,661.3819,29233.0789,9/24/2013 0:00
917,4,4,251,1674,2,9/15/2013 0:00,9/24/2013 0:00,944.37,75.5496,23.6093,1043.5289,9/24/2013 0:00
918,4,4,253,1652,4,9/15/2013 0:00,9/24/2013 0:00,51588.075,4127.046,1289.7019,57004.8229,9/24/2013 0:00
919,4,4,255,1578,5,9/15/2013 0:00,9/24/2013 0:00,26720.925,2137.674,668.0231,29526.6221,9/24/2013 0:00
920,4,4,256,1538,5,9/15/2013 0:00,9/24/2013 0:00,37843.575,3027.486,946.0894,41817.1504,9/24/2013 0:00
921,4,4,259,1556,4,9/15/2013 0:00,9/24/2013 0:00,25531.275,2042.502,638.2819,28212.0589,9/24/2013 0:00
922,4,4,260,1554,5,9/15/2013 0:00,9/24/2013 0:00,278.838,22.307,6.971,308.116,9/24/2013 0:00
923,4,4,258,1688,4,9/15/2013 0:00,9/24/2013 0:00,125.748,10.0598,3.1437,138.9515,9/24/2013 0:00
924,4,4,254,1580,5,9/15/2013 0:00,9/24/2013 0:00,150.7905,12.0632,3.7698,166.6235,9/24/2013 0:00
925,4,4,257,1496,5,9/17/2013 0:00,9/26/2013 0:00,2069.2665,165.5413,51.7317,2286.5395,9/26/2013 0:00
926,4,4,261,1494,2,9/17/2013 0:00,9/26/2013 0:00,8847.3,707.784,221.1825,9776.2665,9/26/2013 0:00
927,4,4,251,1650,5,9/17/2013 0:00,9/26/2013 0:00,171.0765,13.6861,4.2769,189.0395,9/26/2013 0:00
928,4,4,253,1654,4,9/17/2013 0:00,9/26/2013 0:00,20397.3,1631.784,509.9325,22539.0165,9/26/2013 0:00
929,4,4,252,1664,3,9/18/2013 0:00,9/27/2013 0:00,14628.075,1170.246,365.7019,16164.0229,9/27/2013 0:00
930,4,4,256,1678,3,9/18/2013 0:00,9/27/2013 0:00,58685.55,4694.844,1467.1388,64847.5328,9/27/2013 0:00
931,4,4,259,1616,5,9/18/2013 0:00,9/27/2013 0:00,532.287,42.583,13.3072,588.1772,9/27/2013 0:00
932,4,4,260,1492,5,9/18/2013 0:00,9/27/2013 0:00,272.7585,21.8207,6.819,301.3982,9/27/2013 0:00
933,4,4,258,1602,5,9/18/2013 0:00,9/27/2013 0:00,1796.0355,143.6828,44.9009,1984.6192,9/27/2013 0:00
934,4,4,254,1540,5,9/18/2013 0:00,9/27/2013 0:00,279.783,22.3826,6.9946,309.1602,9/27/2013 0:00
935,4,4,257,1628,5,9/18/2013 0:00,9/27/2013 0:00,34644.225,2771.538,866.1056,38281.8686,9/27/2013 0:00
936,4,4,261,1604,4,9/18/2013 0:00,9/27/2013 0:00,1839.5055,147.1604,45.9876,2032.6535,9/27/2013 0:00
937,4,4,251,1690,5,9/18/2013 0:00,9/27/2013 0:00,146.286,11.7029,3.6572,161.6461,9/27/2013 0:00
938,4,4,253,1566,5,9/18/2013 0:00,9/27/2013 0:00,102.564,8.2051,2.5641,113.3332,9/27/2013 0:00
939,4,4,255,1698,5,9/18/2013 0:00,9/27/2013 0:00,150.7905,12.0632,3.7698,166.6235,9/27/2013 0:00
940,4,4,252,1560,5,9/18/2013 0:00,9/27/2013 0:00,13669.425,1093.554,341.7356,15104.7146,9/27/2013 0:00
941,4,4,259,1692,5,9/18/2013 0:00,9/27/2013 0:00,13458.69,1076.6952,336.4673,14871.8525,9/27/2013 0:00
942,4,4,260,1696,2,9/18/2013 0:00,9/27/2013 0:00,28343.7,2267.496,708.5925,31319.7885,9/27/2013 0:00
943,4,4,258,1504,1,9/18/2013 0:00,9/27/2013 0:00,551.88,44.1504,13.797,609.8274,9/27/2013 0:00
944,4,3,250,1544,1,9/18/2013 0:00,9/27/2013 0:00,3811.5,304.92,95.2875,4211.7075,9/27/2013 0:00
945,4,4,257,1530,2,9/20/2013 0:00,9/29/2013 0:00,28072.275,2245.782,701.8069,31019.8639,9/29/2013 0:00
946,4,4,261,1508,1,9/20/2013 0:00,9/29/2013 0:00,37312.275,2984.982,932.8069,41230.0639,9/29/2013 0:00
947,4,4,251,1694,1,9/20/2013 0:00,9/29/2013 0:00,3407.25,272.58,85.1813,3765.0113,9/29/2013 0:00
948,4,4,253,1624,2,9/20/2013 0:00,9/29/2013 0:00,28297.5,2263.8,707.4375,31268.7375,9/29/2013 0:00
949,4,4,255,1548,2,9/22/2013 0:00,10/1/2013 0:00,59.9445,4.7956,1.4986,66.2387,10/1/2013 0:00
950,4,4,256,1598,4,9/22/2013 0:00,10/1/2013 0:00,117.432,9.3946,2.9358,129.7624,10/1/2013 0:00
951,4,4,259,1658,5,9/22/2013 0:00,10/1/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,10/1/2013 0:00
952,4,4,260,1536,5,9/22/2013 0:00,10/1/2013 0:00,142.632,11.4106,3.5658,157.6084,10/1/2013 0:00
953,4,4,258,1568,1,9/22/2013 0:00,10/1/2013 0:00,12300.75,984.06,307.5188,13592.3288,10/1/2013 0:00
954,4,4,254,1648,5,9/22/2013 0:00,10/1/2013 0:00,142.4115,11.3929,3.5603,157.3647,10/1/2013 0:00
955,4,4,257,1646,5,9/22/2013 0:00,10/1/2013 0:00,19236.525,1538.922,480.9131,21256.3601,10/1/2013 0:00
956,4,4,261,1672,4,9/22/2013 0:00,10/1/2013 0:00,50983.9365,4078.7149,1274.5984,56337.2498,10/1/2013 0:00
957,4,4,251,1600,1,9/22/2013 0:00,10/1/2013 0:00,1276.275,102.102,31.9069,1410.2839,10/1/2013 0:00
958,4,4,253,1522,1,9/22/2013 0:00,10/1/2013 0:00,2003.925,160.314,50.0981,2214.3371,10/1/2013 0:00
959,4,4,255,1570,2,9/22/2013 0:00,10/1/2013 0:00,50860.425,4068.834,1271.5106,56200.7696,10/1/2013 0:00
960,4,4,256,1516,1,9/22/2013 0:00,10/1/2013 0:00,454.86,36.3888,11.3715,502.6203,10/1/2013 0:00
961,4,4,259,1506,5,9/22/2013 0:00,10/1/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,10/1/2013 0:00
962,4,4,250,1626,2,9/22/2013 0:00,10/1/2013 0:00,7132.125,570.57,178.3031,7880.9981,10/1/2013 0:00
963,4,4,258,1542,2,9/22/2013 0:00,10/1/2013 0:00,28343.7,2267.496,708.5925,31319.7885,10/1/2013 0:00
964,4,4,254,1610,4,9/22/2013 0:00,10/1/2013 0:00,22516.725,1801.338,562.9181,24880.9811,10/1/2013 0:00
965,4,4,258,1644,1,9/26/2013 0:00,10/5/2013 0:00,3713.325,297.066,92.8331,4103.2241,10/5/2013 0:00
966,4,4,254,1680,5,9/26/2013 0:00,10/5/2013 0:00,63831.075,5106.486,1595.7769,70533.3379,10/5/2013 0:00
967,4,4,257,1584,5,9/26/2013 0:00,10/5/2013 0:00,16340.31,1307.2248,408.5078,18056.0426,10/5/2013 0:00
968,4,4,261,1620,5,9/26/2013 0:00,10/5/2013 0:00,5711.475,456.918,142.7869,6311.1799,10/5/2013 0:00
969,4,4,257,1638,5,9/26/2013 0:00,10/5/2013 0:00,34644.225,2771.538,866.1056,38281.8686,10/5/2013 0:00
970,4,4,261,1582,4,9/26/2013 0:00,10/5/2013 0:00,364.9275,29.1942,9.1232,403.2449,10/5/2013 0:00
971,5,4,251,1510,5,9/26/2013 0:00,10/5/2013 0:00,143.0415,11.4433,3.576,158.0608,10/5/2013 0:00
972,4,4,253,1526,2,9/26/2013 0:00,10/5/2013 0:00,28199.325,2255.946,704.9831,31160.2541,10/5/2013 0:00
973,4,4,250,1666,4,9/27/2013 0:00,10/6/2013 0:00,360.045,28.8036,9.0011,397.8497,10/6/2013 0:00
974,4,4,253,1592,2,9/27/2013 0:00,10/6/2013 0:00,97.965,7.8372,2.4491,108.2513,10/6/2013 0:00
975,5,4,255,1618,4,9/27/2013 0:00,10/6/2013 0:00,114.471,9.1577,2.8618,126.4905,10/6/2013 0:00
976,4,4,256,1612,4,9/27/2013 0:00,10/6/2013 0:00,132.6465,10.6117,3.3162,146.5744,10/6/2013 0:00
977,4,4,255,1644,1,9/29/2013 0:00,10/8/2013 0:00,3713.325,297.066,92.8331,4103.2241,10/8/2013 0:00
978,4,4,256,1680,5,9/29/2013 0:00,10/8/2013 0:00,63831.075,5106.486,1595.7769,70533.3379,10/8/2013 0:00
979,4,4,259,1584,5,9/29/2013 0:00,10/8/2013 0:00,16340.31,1307.2248,408.5078,18056.0426,10/8/2013 0:00
980,4,4,260,1620,5,9/29/2013 0:00,10/8/2013 0:00,5711.475,456.918,142.7869,6311.1799,10/8/2013 0:00
981,4,4,250,1666,4,9/29/2013 0:00,10/8/2013 0:00,235.9035,18.8723,5.8976,260.6734,10/8/2013 0:00
982,4,4,254,1592,2,9/29/2013 0:00,10/8/2013 0:00,97.965,7.8372,2.4491,108.2513,10/8/2013 0:00
983,4,4,257,1618,4,9/29/2013 0:00,10/8/2013 0:00,114.471,9.1577,2.8618,126.4905,10/8/2013 0:00
984,4,3,261,1612,4,9/29/2013 0:00,10/8/2013 0:00,132.6465,10.6117,3.3162,146.5744,10/8/2013 0:00
985,4,4,251,1586,5,9/29/2013 0:00,10/8/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,10/8/2013 0:00
986,4,4,253,1500,1,9/29/2013 0:00,10/8/2013 0:00,418.95,33.516,10.4738,462.9398,10/8/2013 0:00
987,4,4,255,1656,4,9/29/2013 0:00,10/8/2013 0:00,402.7275,32.2182,10.0682,445.0139,10/8/2013 0:00
988,4,4,256,1572,1,9/29/2013 0:00,10/8/2013 0:00,461.79,36.9432,11.5448,510.278,10/8/2013 0:00
989,4,4,259,1562,4,9/29/2013 0:00,10/8/2013 0:00,592.7985,47.4239,14.82,655.0424,10/8/2013 0:00
990,4,4,260,1662,2,9/29/2013 0:00,10/8/2013 0:00,37.0755,2.966,0.9269,40.9684,10/8/2013 0:00
991,4,4,258,1682,4,9/29/2013 0:00,10/8/2013 0:00,21558.075,1724.646,538.9519,23821.6729,10/8/2013 0:00
992,4,4,254,1686,4,9/29/2013 0:00,10/8/2013 0:00,260.1585,20.8127,6.504,287.4752,10/8/2013 0:00
993,4,4,257,1684,4,9/30/2013 0:00,10/9/2013 0:00,45172.05,3613.764,1129.3013,49915.1153,10/9/2013 0:00
994,4,3,261,1534,4,9/30/2013 0:00,10/9/2013 0:00,254.583,20.3666,6.3646,281.3142,10/9/2013 0:00
995,4,4,251,1614,4,9/30/2013 0:00,10/9/2013 0:00,390.6,31.248,9.765,431.613,10/9/2013 0:00
996,4,4,253,1588,5,9/30/2013 0:00,10/9/2013 0:00,40471.2,3237.696,1011.78,44720.676,10/9/2013 0:00
997,4,4,255,1622,4,10/6/2013 0:00,10/15/2013 0:00,389.655,31.1724,9.7414,430.5688,10/15/2013 0:00
998,4,4,256,1632,5,10/6/2013 0:00,10/15/2013 0:00,62092.8,4967.424,1552.32,68612.544,10/15/2013 0:00
999,4,4,252,1608,5,10/6/2013 0:00,10/15/2013 0:00,5948.25,475.86,148.7063,6572.8163,10/15/2013 0:00
1000,4,4,260,1576,5,10/6/2013 0:00,10/15/2013 0:00,91117.95,7289.436,2277.9488,100685.3348,10/15/2013 0:00
1001,4,4,258,1590,1,10/6/2013 0:00,10/15/2013 0:00,525,42,13.125,580.125,10/15/2013 0:00
1002,4,4,254,1514,5,10/6/2013 0:00,10/15/2013 0:00,281.8935,22.5515,7.0473,311.4923,10/15/2013 0:00
1003,4,4,257,1498,4,10/6/2013 0:00,10/15/2013 0:00,26455.275,2116.422,661.3819,29233.0789,10/15/2013 0:00
1004,4,3,261,1674,2,10/6/2013 0:00,10/15/2013 0:00,944.37,75.5496,23.6093,1043.5289,10/15/2013 0:00
1005,4,4,250,1652,4,10/6/2013 0:00,10/15/2013 0:00,51588.075,4127.046,1289.7019,57004.8229,10/15/2013 0:00
1006,4,4,253,1578,3,10/6/2013 0:00,10/15/2013 0:00,62843.55,5027.484,1571.0888,69442.1228,10/15/2013 0:00
1007,4,4,255,1538,5,10/6/2013 0:00,10/15/2013 0:00,37843.575,3027.486,946.0894,41817.1504,10/15/2013 0:00
1008,4,4,256,1556,4,10/6/2013 0:00,10/15/2013 0:00,25531.275,2042.502,638.2819,28212.0589,10/15/2013 0:00
1009,4,4,259,1554,5,10/6/2013 0:00,10/15/2013 0:00,688.086,55.0469,17.2022,760.3351,10/15/2013 0:00
1010,4,4,260,1688,4,10/6/2013 0:00,10/15/2013 0:00,125.748,10.0598,3.1437,138.9515,10/15/2013 0:00
1011,4,4,258,1580,5,10/6/2013 0:00,10/15/2013 0:00,150.7905,12.0632,3.7698,166.6235,10/15/2013 0:00
1012,4,4,254,1496,5,10/6/2013 0:00,10/15/2013 0:00,279.783,22.3826,6.9946,309.1602,10/15/2013 0:00
1013,7,4,259,1586,5,10/10/2013 0:00,10/19/2013 0:00,43878.45,3510.276,1096.9613,48485.6873,10/19/2013 0:00
1014,4,4,260,1500,1,10/10/2013 0:00,10/19/2013 0:00,418.95,33.516,10.4738,462.9398,10/19/2013 0:00
1015,4,4,258,1656,4,10/10/2013 0:00,10/19/2013 0:00,3939.012,315.121,98.4753,4352.6083,10/19/2013 0:00
1016,4,4,254,1572,1,10/10/2013 0:00,10/19/2013 0:00,461.79,36.9432,11.5448,510.278,10/19/2013 0:00
1017,4,4,252,1562,4,10/10/2013 0:00,10/19/2013 0:00,797.895,63.8316,19.9474,881.674,10/19/2013 0:00
1018,4,4,261,1662,2,10/10/2013 0:00,10/19/2013 0:00,37.0755,2.966,0.9269,40.9684,10/19/2013 0:00
1019,4,4,251,1682,4,10/10/2013 0:00,10/19/2013 0:00,21558.075,1724.646,538.9519,23821.6729,10/19/2013 0:00
1020,4,4,253,1686,4,10/10/2013 0:00,10/19/2013 0:00,422.1,33.768,10.5525,466.4205,10/19/2013 0:00
1021,4,4,255,1684,5,10/10/2013 0:00,10/19/2013 0:00,86220.75,6897.66,2155.5188,95273.9288,10/19/2013 0:00
1022,4,4,256,1534,4,10/10/2013 0:00,10/19/2013 0:00,261.1035,20.8883,6.5276,288.5194,10/19/2013 0:00
1023,4,4,259,1614,5,10/10/2013 0:00,10/19/2013 0:00,428.4,34.272,10.71,473.382,10/19/2013 0:00
1024,5,4,260,1588,5,10/10/2013 0:00,10/19/2013 0:00,40471.2,3237.696,1011.78,44720.676,10/19/2013 0:00
1025,4,4,252,1494,2,10/13/2013 0:00,10/22/2013 0:00,8847.3,707.784,221.1825,9776.2665,10/22/2013 0:00
1026,4,4,261,1650,5,10/13/2013 0:00,10/22/2013 0:00,171.0765,13.6861,4.2769,189.0395,10/22/2013 0:00
1027,4,4,251,1654,4,10/13/2013 0:00,10/22/2013 0:00,20397.3,1631.784,509.9325,22539.0165,10/22/2013 0:00
1028,4,4,253,1664,3,10/13/2013 0:00,10/22/2013 0:00,14628.075,1170.246,365.7019,16164.0229,10/22/2013 0:00
1029,4,4,255,1678,3,10/13/2013 0:00,10/22/2013 0:00,58685.55,4694.844,1467.1388,64847.5328,10/22/2013 0:00
1030,4,4,256,1616,4,10/13/2013 0:00,10/22/2013 0:00,370.755,29.6604,9.2689,409.6843,10/22/2013 0:00
1031,4,4,259,1492,4,10/13/2013 0:00,10/22/2013 0:00,501.1965,40.0957,12.5299,553.8221,10/22/2013 0:00
1032,4,4,260,1602,5,10/13/2013 0:00,10/22/2013 0:00,270.8055,21.6644,6.7701,299.24,10/22/2013 0:00
1033,4,4,258,1540,5,10/13/2013 0:00,10/22/2013 0:00,416.745,33.3396,10.4186,460.5032,10/22/2013 0:00
1034,4,4,254,1628,5,10/13/2013 0:00,10/22/2013 0:00,34644.225,2771.538,866.1056,38281.8686,10/22/2013 0:00
1035,4,4,257,1604,4,10/13/2013 0:00,10/22/2013 0:00,1839.5055,147.1604,45.9876,2032.6535,10/22/2013 0:00
1036,4,4,261,1690,5,10/13/2013 0:00,10/22/2013 0:00,146.286,11.7029,3.6572,161.6461,10/22/2013 0:00
1037,4,4,251,1566,5,10/13/2013 0:00,10/22/2013 0:00,102.564,8.2051,2.5641,113.3332,10/22/2013 0:00
1038,4,4,253,1698,5,10/13/2013 0:00,10/22/2013 0:00,150.7905,12.0632,3.7698,166.6235,10/22/2013 0:00
1039,4,4,255,1560,5,10/13/2013 0:00,10/22/2013 0:00,13669.425,1093.554,341.7356,15104.7146,10/22/2013 0:00
1040,4,4,256,1692,5,10/13/2013 0:00,10/22/2013 0:00,2934.54,234.7632,73.3635,3242.6667,10/22/2013 0:00
1041,4,4,259,1696,4,10/14/2013 0:00,10/23/2013 0:00,73377.15,5870.172,1834.4288,81081.7508,10/23/2013 0:00
1042,4,4,260,1504,1,10/14/2013 0:00,10/23/2013 0:00,551.88,44.1504,13.797,609.8274,10/23/2013 0:00
